transaction_id,date,time,customer_name,customer_type,cut_type,chickens_count,live_weight_kg,carcass_weight_kg,weight_loss_kg,yield_ratio,price_per_kg,cogs_rp,revenue_rp,gross_profit_rp,payment_method,payment_status
TRX-20260608-0156,2026-06-08,05:02,Depot Mie Pangsit 88,Langganan,Potong 12,12,24.25,17.7,6.55,0.73,36500,533500,646050,112550,Tempo_3H,Belum Lunas
TRX-20260608-0157,2026-06-08,05:21,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,22,45.32,33.13,12.19,0.731,35000,997040,1159550,162510,Tempo_3H,Belum Lunas
TRX-20260608-0158,2026-06-08,05:33,Eceran Umum,Umum,Karkas Utuh,1,1.79,1.3,0.49,0.729,35000,39380,45500,6120,Tunai,Lunas
TRX-20260608-0159,2026-06-08,03:45,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,34,62.71,44.65,18.06,0.712,35000,1379620,1562750,183130,Tempo_7H,Belum Lunas
TRX-20260608-0160,2026-06-08,04:56,Depot Mie Pangsit 88,Langganan,Fillet Dada,29,57.08,42.01,15.07,0.736,48000,1255760,2016480,760720,Tempo_3H,Belum Lunas
TRX-20260608-0161,2026-06-08,05:55,Eceran Umum,Umum,Potong 4,2,4.12,3.04,1.08,0.739,35000,90640,106400,15760,Tunai,Lunas
TRX-20260608-0162,2026-06-08,08:14,Eceran Umum,Umum,Potong 8,1,1.9,1.36,0.54,0.716,36500,41800,49640,7840,Tunai,Lunas
TRX-20260608-0163,2026-06-08,07:36,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,10,22.91,17.27,5.64,0.754,35000,504020,604450,100430,Tempo_7H,Belum Lunas
TRX-20260608-0164,2026-06-08,10:06,Ayam Geprek Sambal Bawang,Langganan,Campur,31,62.02,46.64,15.38,0.752,35000,1364440,1632400,267960,Tunai,Lunas
TRX-20260608-0165,2026-06-08,03:42,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,30,54.55,41.35,13.2,0.758,35000,1200100,1447250,247150,Tempo_3H,Belum Lunas
TRX-20260608-0166,2026-06-08,06:22,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Fillet Dada,7,14.69,10.81,3.88,0.736,48000,323180,518880,195700,Tempo_3H,Belum Lunas
TRX-20260609-0167,2026-06-09,06:23,Bakso Solo Mas Mul,Langganan,Fillet Dada,7,13.39,9.65,3.74,0.721,48000,294580,463200,168620,Tempo_7H,Belum Lunas
TRX-20260609-0168,2026-06-09,05:33,Depot Mie Pangsit 88,Langganan,Potong 8,28,54.12,38.75,15.37,0.716,36500,1190640,1414375,223735,Tempo_3H,Belum Lunas
TRX-20260609-0169,2026-06-09,08:08,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,29,60.19,42.98,17.21,0.714,35000,1324180,1504300,180120,Tempo_7H,Belum Lunas
TRX-20260609-0170,2026-06-09,04:04,Eceran Umum,Umum,Karkas Utuh,2,3.48,2.51,0.97,0.721,35000,76560,87849,11289,Tunai,Lunas
TRX-20260609-0171,2026-06-09,03:16,Katering Berkah Ibu,Langganan,Karkas Utuh,17,34.68,25.66,9.02,0.74,35000,762960,898100,135140,Tempo_14H,Belum Lunas
TRX-20260609-0172,2026-06-09,06:26,Eceran Umum,Umum,Fillet Dada,1,2.14,1.6,0.54,0.75,48000,47080,76800,29720,Tunai,Lunas
TRX-20260609-0173,2026-06-09,08:58,Katering Berkah Ibu,Langganan,Karkas Utuh,17,37.71,28.09,9.62,0.745,35000,829620,983150,153530,Tempo_14H,Belum Lunas
TRX-20260609-0174,2026-06-09,07:06,Depot Mie Pangsit 88,Langganan,Fillet Dada,17,38.01,27.03,10.98,0.711,48000,836220,1297440,461220,Tempo_3H,Belum Lunas
TRX-20260609-0175,2026-06-09,04:29,Eceran Umum,Umum,Campur,2,4.22,3.17,1.05,0.752,35000,92840,110950,18110,Tunai,Lunas
TRX-20260609-0176,2026-06-09,03:31,Warung Padang Roda Jaya,Langganan,Karkas Utuh,31,71.01,52.69,18.32,0.742,35000,1562220,1844150,281930,Tempo_7H,Belum Lunas
TRX-20260609-0177,2026-06-09,05:34,Katering Berkah Ibu,Langganan,Karkas Utuh,23,50.15,36.96,13.19,0.737,35000,1103300,1293600,190300,Tempo_14H,Belum Lunas
TRX-20260609-0178,2026-06-09,06:29,Eceran Umum,Umum,Fillet Dada,2,4.34,3.23,1.11,0.744,48000,95480,155040,59560,Tunai,Lunas
TRX-20260609-0179,2026-06-09,04:16,Eceran Umum,Umum,Fillet Dada,1,1.99,1.45,0.54,0.727,48000,43780,69600,25820,Tunai,Lunas
TRX-20260609-0180,2026-06-09,03:49,Depot Mie Pangsit 88,Langganan,Campur,19,43.4,32.42,10.98,0.747,35000,954800,1134700,179900,Tempo_3H,Lunas
TRX-20260609-0181,2026-06-09,03:10,Bakso Solo Mas Mul,Langganan,Fillet Dada,19,38.84,29.09,9.75,0.749,48000,854480,1396320,541840,Tempo_7H,Belum Lunas
TRX-20260609-0182,2026-06-09,04:28,Eceran Umum,Umum,Campur,1,1.93,1.39,0.54,0.718,35000,42460,48650,6190,Tunai,Lunas
TRX-20260609-0183,2026-06-09,06:51,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Fillet Dada,19,40.66,30.21,10.45,0.743,48000,894519,1450080,555561,Tempo_3H,Belum Lunas
TRX-20260610-0184,2026-06-10,03:28,Warung Nasi Sunda Ibu Imas,Langganan,Campur,20,44.57,33.78,10.79,0.758,35000,980540,1182300,201760,Tempo_7H,Belum Lunas
TRX-20260610-0185,2026-06-10,04:57,Eceran Umum,Umum,Fillet Dada,1,2.07,1.49,0.58,0.72,48000,45540,71520,25980,Tunai,Lunas
TRX-20260610-0186,2026-06-10,06:17,Ayam Geprek Sambal Bawang,Langganan,Fillet Dada,20,41.43,29.75,11.68,0.718,48000,911460,1428000,516540,Tunai,Lunas
TRX-20260610-0187,2026-06-10,03:26,Eceran Umum,Umum,Fillet Dada,2,3.42,2.56,0.86,0.75,48000,75240,122880,47640,Tunai,Lunas
TRX-20260610-0188,2026-06-10,08:57,Eceran Umum,Umum,Potong 12,2,3.86,2.74,1.12,0.71,36500,84920,100010,15090,Tunai,Lunas
TRX-20260610-0189,2026-06-10,06:19,Depot Mie Pangsit 88,Langganan,Potong 8,10,19.13,13.74,5.39,0.718,36500,420860,501510,80650,Tempo_3H,Belum Lunas
TRX-20260610-0190,2026-06-10,05:07,Eceran Umum,Umum,Potong 4,1,1.77,1.3,0.47,0.733,35000,38940,45500,6560,Tunai,Lunas
TRX-20260610-0191,2026-06-10,04:46,Katering Berkah Ibu,Langganan,Potong 12,15,32.21,24.25,7.96,0.753,36500,708620,885125,176505,Tempo_14H,Belum Lunas
TRX-20260610-0192,2026-06-10,05:23,Eceran Umum,Umum,Karkas Utuh,2,4.39,3.15,1.24,0.717,35000,96580,110250,13670,Tunai,Lunas
TRX-20260610-0193,2026-06-10,06:19,Warung Padang Roda Jaya,Langganan,Potong 4,12,21.66,15.73,5.93,0.726,35000,476520,550550,74030,Tempo_7H,Belum Lunas
TRX-20260610-0194,2026-06-10,04:32,Eceran Umum,Umum,Fillet Dada,2,3.8,2.72,1.08,0.717,48000,83600,130560,46960,Tunai,Lunas
TRX-20260610-0195,2026-06-10,06:49,Depot Mie Pangsit 88,Langganan,Fillet Dada,14,26.37,18.85,7.52,0.715,48000,580140,904800,324660,Tempo_3H,Belum Lunas
TRX-20260610-0196,2026-06-10,03:05,Bakso Solo Mas Mul,Langganan,Potong 12,13,28.01,21.12,6.89,0.754,36500,616220,770880,154660,Tempo_7H,Belum Lunas
TRX-20260610-0197,2026-06-10,04:58,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,15,33.71,24.84,8.87,0.737,36500,741620,906660,165040,Tempo_3H,Belum Lunas
TRX-20260610-0198,2026-06-10,06:40,Warung Padang Roda Jaya,Langganan,Karkas Utuh,18,33.13,23.62,9.51,0.713,35000,728860,826700,97840,Tempo_7H,Lunas
TRX-20260611-0199,2026-06-11,04:54,Ayam Geprek Sambal Bawang,Langganan,Potong 8,17,32.15,24.08,8.07,0.749,36500,707300,878919,171619,Tunai,Belum Lunas
TRX-20260611-0200,2026-06-11,05:17,Warung Padang Roda Jaya,Langganan,Potong 12,9,20.68,15.7,4.98,0.759,36500,454960,573050,118090,Tempo_7H,Belum Lunas
TRX-20260611-0201,2026-06-11,06:28,Eceran Umum,Umum,Potong 8,1,1.83,1.34,0.49,0.733,36500,40260,48910,8650,Tunai,Lunas
TRX-20260611-0202,2026-06-11,06:23,Ayam Geprek Sambal Bawang,Langganan,Potong 8,8,17.34,12.97,4.37,0.748,36500,381480,473405,91925,Tunai,Belum Lunas
TRX-20260611-0203,2026-06-11,05:40,Warung Padang Roda Jaya,Langganan,Potong 8,25,49.94,36.96,12.98,0.74,36500,1098680,1349040,250360,Tempo_7H,Belum Lunas
TRX-20260611-0204,2026-06-11,06:50,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,26,51.47,37.52,13.95,0.729,36500,1132340,1369480,237140,Tempo_3H,Belum Lunas
TRX-20260611-0205,2026-06-11,04:25,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 12,20,42.02,31.18,10.84,0.742,36500,924440,1138070,213630,Tempo_3H,Belum Lunas
TRX-20260611-0206,2026-06-11,05:37,Warung Padang Roda Jaya,Langganan,Potong 8,34,62.86,45.89,16.97,0.73,36500,1382920,1674985,292065,Tempo_7H,Belum Lunas
TRX-20260611-0207,2026-06-11,06:38,Depot Mie Pangsit 88,Langganan,Karkas Utuh,31,60.64,44.27,16.37,0.73,35000,1334080,1549450,215370,Tempo_3H,Belum Lunas
TRX-20260611-0208,2026-06-11,05:11,Eceran Umum,Umum,Karkas Utuh,1,1.82,1.31,0.51,0.722,35000,40040,45850,5810,Tunai,Lunas
TRX-20260611-0209,2026-06-11,05:15,Ayam Geprek Sambal Bawang,Langganan,Potong 8,14,29.89,21.43,8.46,0.717,36500,657580,782195,124615,Tunai,Belum Lunas
TRX-20260611-0210,2026-06-11,09:56,Depot Mie Pangsit 88,Langganan,Karkas Utuh,24,47.75,35.34,12.41,0.74,35000,1050500,1236900,186400,Tempo_3H,Belum Lunas
TRX-20260611-0211,2026-06-11,07:55,Warung Padang Roda Jaya,Langganan,Fillet Dada,32,71.43,52.72,18.71,0.738,48000,1571460,2530560,959100,Tempo_7H,Belum Lunas
TRX-20260611-0212,2026-06-11,10:08,Eceran Umum,Umum,Potong 8,2,3.45,2.56,0.89,0.742,36500,75900,93440,17540,Tunai,Lunas
TRX-20260611-0213,2026-06-11,04:58,Eceran Umum,Umum,Potong 4,1,1.99,1.48,0.51,0.744,35000,43780,51800,8020,Tunai,Lunas
TRX-20260611-0214,2026-06-11,05:58,Eceran Umum,Umum,Karkas Utuh,2,3.72,2.82,0.9,0.759,35000,81840,98700,16860,Tunai,Lunas
TRX-20260611-0215,2026-06-11,04:42,Depot Mie Pangsit 88,Langganan,Potong 8,16,33.06,23.67,9.39,0.716,36500,727320,863955,136635,Tempo_3H,Lunas
TRX-20260611-0216,2026-06-11,09:59,Eceran Umum,Umum,Potong 12,2,3.59,2.68,0.91,0.747,36500,78980,97820,18840,Tunai,Lunas
TRX-20260611-0217,2026-06-11,04:46,Eceran Umum,Umum,Karkas Utuh,2,4.06,3.08,0.98,0.759,35000,89319,107800,18481,Tunai,Lunas
TRX-20260611-0218,2026-06-11,03:17,Eceran Umum,Umum,Potong 12,2,4.26,3.19,1.07,0.748,36500,93720,116435,22715,Tunai,Lunas
TRX-20260611-0219,2026-06-11,07:03,Eceran Umum,Umum,Potong 12,1,2.17,1.63,0.54,0.751,36500,47740,59494,11754,Tunai,Lunas
TRX-20260611-0220,2026-06-11,05:27,Katering Berkah Ibu,Langganan,Karkas Utuh,10,19.59,14.75,4.84,0.753,35000,430980,516250,85270,Tempo_14H,Belum Lunas
TRX-20260611-0221,2026-06-11,03:30,Bakso Solo Mas Mul,Langganan,Potong 12,8,17.0,12.72,4.28,0.748,36500,374000,464280,90280,Tempo_7H,Belum Lunas
TRX-20260612-0222,2026-06-12,07:40,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,17,37.55,26.89,10.66,0.716,35000,826099,941150,115051,Tempo_3H,Belum Lunas
TRX-20260612-0223,2026-06-12,04:11,Eceran Umum,Umum,Potong 12,1,2.05,1.49,0.56,0.729,36500,45099,54385,9286,Tunai,Lunas
TRX-20260612-0224,2026-06-12,04:48,Eceran Umum,Umum,Potong 8,2,3.47,2.57,0.9,0.74,36500,76340,93805,17465,Tunai,Lunas
TRX-20260612-0225,2026-06-12,06:45,Katering Berkah Ibu,Langganan,Potong 8,25,55.79,41.06,14.73,0.736,36500,1227380,1498690,271310,Tempo_14H,Belum Lunas
TRX-20260612-0226,2026-06-12,04:11,Eceran Umum,Umum,Karkas Utuh,2,3.98,2.93,1.05,0.737,35000,87560,102550,14990,Tunai,Lunas
TRX-20260612-0227,2026-06-12,07:05,Depot Mie Pangsit 88,Langganan,Potong 12,16,36.44,25.91,10.53,0.711,36500,801680,945715,144035,Tempo_3H,Lunas
TRX-20260612-0228,2026-06-12,06:59,Eceran Umum,Umum,Campur,2,4.33,3.09,1.24,0.713,35000,95260,108150,12890,Tunai,Lunas
TRX-20260612-0229,2026-06-12,04:33,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,8,15.43,11.17,4.26,0.724,35000,339460,390950,51490,Tempo_7H,Belum Lunas
TRX-20260612-0230,2026-06-12,05:15,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,34,73.37,53.12,20.25,0.724,35000,1614140,1859200,245060,Tempo_3H,Belum Lunas
TRX-20260612-0231,2026-06-12,04:30,Eceran Umum,Umum,Fillet Dada,1,1.96,1.46,0.5,0.745,48000,43120,70080,26960,Tunai,Lunas
TRX-20260612-0232,2026-06-12,05:41,Eceran Umum,Umum,Campur,2,3.88,2.91,0.97,0.75,35000,85360,101850,16490,Tunai,Lunas
TRX-20260612-0233,2026-06-12,03:41,Depot Mie Pangsit 88,Langganan,Karkas Utuh,17,35.71,26.82,8.89,0.751,35000,785620,938700,153080,Tempo_3H,Belum Lunas
TRX-20260612-0234,2026-06-12,04:09,Eceran Umum,Umum,Karkas Utuh,1,2.12,1.6,0.52,0.755,35000,46640,56000,9360,Tunai,Lunas
TRX-20260612-0235,2026-06-12,04:36,Eceran Umum,Umum,Potong 4,2,4.22,3.08,1.14,0.731,35000,92840,107800,14960,Tunai,Lunas
TRX-20260612-0236,2026-06-12,03:35,Katering Berkah Ibu,Langganan,Karkas Utuh,27,56.52,40.58,15.94,0.718,35000,1243440,1420300,176860,Tempo_14H,Belum Lunas
TRX-20260612-0237,2026-06-12,04:16,Ayam Geprek Sambal Bawang,Langganan,Karkas Utuh,9,19.09,14.13,4.96,0.74,35000,419980,494550,74570,Tunai,Belum Lunas
TRX-20260612-0238,2026-06-12,04:56,Eceran Umum,Umum,Potong 8,2,3.67,2.72,0.95,0.74,36500,80740,99280,18540,Tunai,Lunas
TRX-20260613-0239,2026-06-13,05:38,Eceran Umum,Umum,Potong 12,1,2.2,1.58,0.62,0.716,36500,48400,57670,9270,Tunai,Lunas
TRX-20260613-0240,2026-06-13,06:41,Eceran Umum,Umum,Campur,1,1.74,1.24,0.5,0.714,35000,38280,43400,5120,Tunai,Lunas
TRX-20260613-0241,2026-06-13,04:07,Ayam Geprek Sambal Bawang,Langganan,Potong 4,10,19.77,14.1,5.67,0.713,35000,434940,493500,58560,Tunai,Belum Lunas
TRX-20260613-0242,2026-06-13,07:26,Eceran Umum,Umum,Potong 12,2,4.28,3.18,1.1,0.743,36500,94160,116070,21910,Tunai,Lunas
TRX-20260613-0243,2026-06-13,04:02,Warung Padang Roda Jaya,Langganan,Karkas Utuh,6,13.78,10.24,3.54,0.743,35000,303160,358400,55240,Tempo_7H,Belum Lunas
TRX-20260613-0244,2026-06-13,05:07,Bakso Solo Mas Mul,Langganan,Potong 8,30,68.36,49.15,19.21,0.719,36500,1503920,1793975,290055,Tempo_7H,Belum Lunas
TRX-20260613-0245,2026-06-13,05:29,Eceran Umum,Umum,Potong 8,2,3.4,2.46,0.94,0.725,36500,74800,89790,14990,Tunai,Lunas
TRX-20260613-0246,2026-06-13,05:29,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,32,73.19,52.04,21.15,0.711,35000,1610180,1821400,211220,Tempo_7H,Belum Lunas
TRX-20260613-0247,2026-06-13,04:29,Bakso Solo Mas Mul,Langganan,Potong 8,10,19.29,14.45,4.84,0.749,36500,424380,527425,103045,Tempo_7H,Belum Lunas
TRX-20260613-0248,2026-06-13,05:51,Depot Mie Pangsit 88,Langganan,Potong 12,18,33.46,24.12,9.34,0.721,36500,736120,880380,144260,Tempo_3H,Belum Lunas
TRX-20260613-0249,2026-06-13,04:56,Eceran Umum,Umum,Potong 8,1,2.11,1.53,0.58,0.724,36500,46420,55845,9425,Tunai,Lunas
TRX-20260613-0250,2026-06-13,08:05,Warung Nasi Sunda Ibu Imas,Langganan,Campur,15,31.31,23.11,8.2,0.738,35000,688820,808850,120030,Tempo_7H,Belum Lunas
TRX-20260613-0251,2026-06-13,04:37,Warung Padang Roda Jaya,Langganan,Fillet Dada,7,14.96,11.03,3.93,0.737,48000,329120,529440,200320,Tempo_7H,Belum Lunas
TRX-20260613-0252,2026-06-13,04:13,Eceran Umum,Umum,Karkas Utuh,1,1.71,1.23,0.48,0.718,35000,37620,43050,5430,Tunai,Lunas
TRX-20260613-0253,2026-06-13,09:17,Eceran Umum,Umum,Potong 12,1,1.99,1.46,0.53,0.734,36500,43780,53290,9510,Tunai,Lunas
TRX-20260613-0254,2026-06-13,06:00,Eceran Umum,Umum,Potong 12,2,4.23,3.07,1.16,0.726,36500,93060,112055,18995,Tunai,Lunas
TRX-20260613-0255,2026-06-13,07:12,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,12,24.47,17.99,6.48,0.735,35000,538340,629650,91310,Tempo_7H,Lunas
TRX-20260613-0256,2026-06-13,07:31,Eceran Umum,Umum,Potong 8,1,1.95,1.43,0.52,0.732,36500,42900,52195,9295,Tunai,Lunas
TRX-20260613-0257,2026-06-13,06:28,Eceran Umum,Umum,Karkas Utuh,2,4.05,2.91,1.14,0.718,35000,89100,101850,12750,Tunai,Lunas
TRX-20260613-0258,2026-06-13,07:09,Eceran Umum,Umum,Potong 4,2,4.39,3.13,1.26,0.713,35000,96580,109550,12970,Tunai,Lunas
TRX-20260613-0259,2026-06-13,10:18,Katering Berkah Ibu,Langganan,Karkas Utuh,25,46.52,33.73,12.79,0.725,35000,1023440,1180550,157110,Tempo_14H,Lunas
TRX-20260613-0260,2026-06-13,03:03,Katering Berkah Ibu,Langganan,Potong 12,12,26.48,19.62,6.86,0.741,36500,582560,716130,133570,Tempo_14H,Belum Lunas
TRX-20260613-0261,2026-06-13,05:38,Depot Mie Pangsit 88,Langganan,Potong 12,9,20.19,14.78,5.41,0.732,36500,444180,539470,95290,Tempo_3H,Lunas
TRX-20260614-0262,2026-06-14,05:06,Warung Padang Roda Jaya,Langganan,Potong 12,26,59.33,42.84,16.49,0.722,36500,1305260,1563660,258400,Tempo_7H,Lunas
TRX-20260614-0263,2026-06-14,07:20,Eceran Umum,Umum,Fillet Dada,2,3.59,2.66,0.93,0.741,48000,78980,127680,48700,Tunai,Lunas
TRX-20260614-0264,2026-06-14,07:44,Eceran Umum,Umum,Campur,2,3.46,2.46,1.0,0.712,35000,76120,86100,9980,Tunai,Lunas
TRX-20260614-0265,2026-06-14,04:10,Eceran Umum,Umum,Potong 8,2,3.67,2.63,1.04,0.717,36500,80740,95995,15255,Tunai,Lunas
TRX-20260614-0266,2026-06-14,08:47,Eceran Umum,Umum,Potong 12,2,4.21,3.12,1.09,0.741,36500,92620,113880,21260,Tunai,Lunas
TRX-20260614-0267,2026-06-14,04:41,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Fillet Dada,13,24.06,17.88,6.18,0.743,48000,529320,858240,328920,Tempo_3H,Belum Lunas
TRX-20260614-0268,2026-06-14,03:32,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Fillet Dada,30,57.8,43.29,14.51,0.749,48000,1271600,2077920,806320,Tempo_3H,Belum Lunas
TRX-20260614-0269,2026-06-14,04:21,Warung Padang Roda Jaya,Langganan,Potong 12,19,42.65,31.26,11.39,0.733,36500,938300,1140990,202690,Tempo_7H,Belum Lunas
TRX-20260614-0270,2026-06-14,10:22,Eceran Umum,Umum,Potong 12,1,1.72,1.28,0.44,0.747,36500,37840,46720,8880,Tunai,Lunas
TRX-20260614-0271,2026-06-14,07:34,Katering Berkah Ibu,Langganan,Karkas Utuh,9,18.49,13.48,5.01,0.729,35000,406779,471800,65021,Tempo_14H,Belum Lunas
TRX-20260614-0272,2026-06-14,10:18,Warung Nasi Sunda Ibu Imas,Langganan,Potong 12,32,63.28,46.26,17.02,0.731,36500,1392160,1688490,296330,Tempo_7H,Belum Lunas
TRX-20260614-0273,2026-06-14,03:09,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,20,45.68,33.12,12.56,0.725,35000,1004960,1159200,154240,Tempo_3H,Belum Lunas
TRX-20260614-0274,2026-06-14,04:49,Depot Mie Pangsit 88,Langganan,Karkas Utuh,8,16.86,12.63,4.23,0.749,35000,370920,442050,71130,Tempo_3H,Belum Lunas
TRX-20260614-0275,2026-06-14,03:49,Warung Padang Roda Jaya,Langganan,Potong 4,8,15.57,11.82,3.75,0.759,35000,342540,413700,71160,Tempo_7H,Belum Lunas
TRX-20260614-0276,2026-06-14,06:31,Depot Mie Pangsit 88,Langganan,Potong 12,6,11.18,8.13,3.05,0.727,36500,245960,296745,50785,Tempo_3H,Belum Lunas
TRX-20260614-0277,2026-06-14,04:58,Eceran Umum,Umum,Potong 8,2,4.01,3.04,0.97,0.757,36500,88220,110960,22740,Tunai,Lunas
TRX-20260614-0278,2026-06-14,03:31,Eceran Umum,Umum,Potong 8,1,2.02,1.46,0.56,0.724,36500,44440,53290,8850,Tunai,Lunas
TRX-20260614-0279,2026-06-14,08:48,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,19,36.6,27.38,9.22,0.748,35000,805200,958300,153100,Tempo_3H,Belum Lunas
TRX-20260614-0280,2026-06-14,06:06,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,15,29.4,21.99,7.41,0.748,35000,646800,769650,122850,Tempo_3H,Belum Lunas
TRX-20260614-0281,2026-06-14,06:01,Warung Padang Roda Jaya,Langganan,Karkas Utuh,19,35.07,26.58,8.49,0.758,35000,771540,930299,158759,Tempo_7H,Belum Lunas
TRX-20260614-0282,2026-06-14,04:21,Eceran Umum,Umum,Potong 8,1,2.07,1.53,0.54,0.741,36500,45540,55845,10305,Tunai,Lunas
TRX-20260614-0283,2026-06-14,03:29,Eceran Umum,Umum,Fillet Dada,1,2.14,1.57,0.57,0.732,48000,47080,75360,28280,Tunai,Lunas
TRX-20260614-0284,2026-06-14,05:07,Eceran Umum,Umum,Potong 4,1,2.14,1.55,0.59,0.724,35000,47080,54250,7170,Tunai,Lunas
TRX-20260614-0285,2026-06-14,08:33,Eceran Umum,Umum,Potong 4,2,4.14,3.11,1.03,0.751,35000,91080,108850,17770,Tunai,Lunas
TRX-20260614-0286,2026-06-14,06:47,Depot Mie Pangsit 88,Langganan,Fillet Dada,24,49.49,37.22,12.27,0.752,48000,1088780,1786560,697780,Tempo_3H,Belum Lunas
TRX-20260614-0287,2026-06-14,03:56,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Campur,29,62.04,46.41,15.63,0.748,35000,1364880,1624349,259469,Tempo_3H,Belum Lunas
TRX-20260614-0288,2026-06-14,05:57,Warung Padang Roda Jaya,Langganan,Potong 4,33,70.02,52.44,17.58,0.749,35000,1540440,1835400,294960,Tempo_7H,Lunas
TRX-20260614-0289,2026-06-14,06:53,Eceran Umum,Umum,Potong 12,1,1.71,1.23,0.48,0.718,36500,37620,44895,7275,Tunai,Lunas
TRX-20260615-0290,2026-06-15,05:06,Eceran Umum,Umum,Potong 8,2,4.12,2.95,1.17,0.715,36500,90640,107675,17035,Tunai,Lunas
TRX-20260615-0291,2026-06-15,06:55,Eceran Umum,Umum,Potong 12,2,4.0,2.96,1.04,0.74,36500,88000,108040,20040,Tunai,Lunas
TRX-20260615-0292,2026-06-15,04:45,Eceran Umum,Umum,Karkas Utuh,2,3.73,2.79,0.94,0.749,35000,82060,97650,15590,Tunai,Lunas
TRX-20260615-0293,2026-06-15,07:18,Bakso Solo Mas Mul,Langganan,Potong 8,8,14.89,11.12,3.77,0.747,36500,327580,405880,78300,Tempo_7H,Lunas
TRX-20260615-0294,2026-06-15,03:27,Eceran Umum,Umum,Potong 12,1,2.07,1.5,0.57,0.725,36500,45540,54750,9210,Tunai,Lunas
TRX-20260615-0295,2026-06-15,06:19,Eceran Umum,Umum,Fillet Dada,1,2.04,1.55,0.49,0.76,48000,44880,74400,29520,Tunai,Lunas
TRX-20260615-0296,2026-06-15,06:25,Bakso Solo Mas Mul,Langganan,Potong 8,29,60.4,45.84,14.56,0.759,36500,1328800,1673160,344360,Tempo_7H,Lunas
TRX-20260615-0297,2026-06-15,05:53,Bakso Solo Mas Mul,Langganan,Potong 4,21,47.56,35.62,11.94,0.749,35000,1046320,1246700,200380,Tempo_7H,Lunas
TRX-20260615-0298,2026-06-15,04:04,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Fillet Dada,9,18.36,13.44,4.92,0.732,48000,403920,645120,241200,Tempo_3H,Belum Lunas
TRX-20260615-0299,2026-06-15,06:38,Bakso Solo Mas Mul,Langganan,Campur,7,14.13,10.54,3.59,0.746,35000,310860,368899,58039,Tempo_7H,Belum Lunas
TRX-20260615-0300,2026-06-15,06:59,Eceran Umum,Umum,Potong 8,2,4.06,3.08,0.98,0.758,36500,89319,112420,23101,Tunai,Lunas
TRX-20260615-0301,2026-06-15,03:29,Eceran Umum,Umum,Karkas Utuh,1,1.82,1.37,0.45,0.755,35000,40040,47950,7910,Tunai,Lunas
TRX-20260615-0302,2026-06-15,04:53,Eceran Umum,Umum,Potong 8,1,2.09,1.49,0.6,0.713,36500,45980,54385,8405,Tunai,Lunas
TRX-20260615-0303,2026-06-15,03:19,Warung Padang Roda Jaya,Langganan,Potong 12,15,28.04,20.67,7.37,0.737,36500,616880,754455,137575,Tempo_7H,Belum Lunas
TRX-20260615-0304,2026-06-15,08:17,Eceran Umum,Umum,Potong 12,1,2.18,1.61,0.57,0.738,36500,47960,58765,10805,Tunai,Lunas
TRX-20260615-0305,2026-06-15,03:43,Warung Nasi Sunda Ibu Imas,Langganan,Fillet Dada,18,38.98,29.59,9.39,0.759,48000,857559,1420320,562761,Tempo_7H,Belum Lunas
TRX-20260615-0306,2026-06-15,04:23,Katering Berkah Ibu,Langganan,Potong 4,23,52.58,38.91,13.67,0.74,35000,1156760,1361849,205089,Tempo_14H,Belum Lunas
TRX-20260615-0307,2026-06-15,03:03,Eceran Umum,Umum,Potong 8,1,2.13,1.57,0.56,0.738,36500,46860,57305,10445,Tunai,Lunas
TRX-20260615-0308,2026-06-15,03:33,Warung Padang Roda Jaya,Langganan,Potong 8,15,27.51,20.49,7.02,0.745,36500,605220,747885,142665,Tempo_7H,Belum Lunas
TRX-20260615-0309,2026-06-15,05:00,Eceran Umum,Umum,Potong 8,1,2.17,1.63,0.54,0.752,36500,47740,59494,11754,Tunai,Lunas
TRX-20260615-0310,2026-06-15,05:47,Katering Berkah Ibu,Langganan,Potong 8,11,22.8,16.26,6.54,0.713,36500,501600,593490,91890,Tempo_14H,Belum Lunas
